Date,Payee,Category,Amount
2025-06-18,Five Guys,Dining & Drinks:Restaurants,-18.16
2025-06-18,Panda Express,Dining & Drinks:Restaurants,-2.64
2025-06-18,QFC Foods,Groceries,-19.86
2025-06-20,QFC Foods,Groceries,-9.15
2025-06-20,Shake Shack,Dining & Drinks:Restaurants,-37.99
2025-06-20,Panda Express,Dining & Drinks:Restaurants,-2.64
2025-06-20,Google,Software ,-22.03
2025-06-20,T Mobile,Utilities:Phone,-169.18
2025-06-20,Chipotle,Dining & Drinks:Restaurants,-24.02
2025-06-23,Starbucks,Dining & Drinks:Restaurants,-3.25
2025-06-23,Mod Pizza,Dining & Drinks:Restaurants,-33.41
2025-06-23,Amazon Prime,Shopping,-3.29
2025-06-23,Chipotle,Dining & Drinks:Restaurants,-39.07
2025-06-23,Shake Shack,Dining & Drinks:Restaurants,-57.82
2025-06-23,Mayuri,Dining & Drinks:Restaurants,-21.98
2025-06-23,Panda Express,Dining & Drinks:Restaurants,-2.64
2025-06-23,Barber Shop,Personal Care:Hair,-50.0
2025-06-23,SAT Exam,Financial,-68.0
2025-06-23,Panda Express,Dining & Drinks:Restaurants,-2.38
2025-06-23,Chipotle,Dining & Drinks:Restaurants,-13.72
2025-06-23,Amazon Prime,Shopping,-16.52
2025-06-24,Panda Express,Dining & Drinks:Restaurants,-2.64
2025-06-25,Uber,Auto & Transport,-12.94
2025-06-25,QFC Foods,Groceries,-16.32
2025-06-25,Panda Express,Dining & Drinks:Restaurants,-1.09
2025-06-26,Jimmy John's,Dining & Drinks:Restaurants,-25.21
2025-06-27,Uber,Auto & Transport,-11.92
2025-06-27,Panda Express,Dining & Drinks:Restaurants,-2.64
2025-06-30,Lil Jon Restaurant & Lo Bellevue Wa 06/28,Dining & Drinks:Restaurants,-58.35
2025-06-30,Squarespace,Home,-9.26
2025-06-30,Blazing Bagels,Dining & Drinks:Restaurants,-36.75
2025-06-30,QFC Foods,Groceries,-24.54
2025-06-30,Amazon,Shopping,-6.6
2025-06-30,Safeway,Groceries,-5.99
2025-06-30,United Airlines,Travel:Airfare,-51.01
2025-06-30,Five Guys,Dining & Drinks:Restaurants,-39.78
2025-06-30,Chipotle,Dining & Drinks:Restaurants,-28.16
2025-06-30,Panda Express,Dining & Drinks:Restaurants,-2.64
2025-06-30,Digical,Software ,-4.18
2025-06-30,Panda Express,Dining & Drinks:Restaurants,-2.38
2025-07-01,Alimony,Home,-1770.0
2025-07-01,Uber,Auto & Transport,-5.9
2025-07-01,Chase Mortgage,Home:Mortgage,-5731.98
2025-07-01,Uber,Auto & Transport,-7.96
2025-07-01,Uber,Auto & Transport,-5.93
2025-07-01,QFC Foods,Groceries,-28.97
2025-07-02,Uber,Auto & Transport,-7.95
2025-07-02,Panda Express,Dining & Drinks:Restaurants,-2.64
2025-07-03,Amli Spring District,Home:Rent,-3083.09
2025-07-03,Panda Express,Dining & Drinks:Restaurants,-1.09
2025-07-03,AIG,Financial:Life Insurance,-102.03
2025-07-06,Pacsun,Shopping:Clothing,-69.43
2025-07-07,Uber,Auto & Transport,-11.15
2025-07-07,Panda Express,Dining & Drinks:Restaurants,-29.09
2025-07-07,Amazon,Shopping:Electronics,-99.97
2025-07-07,Panda Express,Dining & Drinks:Restaurants,-2.64
2025-07-07,Amazon,Shopping:Electronics,-24.99
2025-07-07,Mayuri,Dining & Drinks:Restaurants,-11.47
2025-07-07,Panda Express,Dining & Drinks:Restaurants,-1.09
2025-07-07,Shake Shack,Dining & Drinks:Restaurants,-26.42
2025-07-07,Amazon,Shopping:Electronics,-15.37
2025-07-07,QFC Foods,Groceries,-5.99
2025-07-07,Panda Express,Dining & Drinks:Restaurants,-2.64
2025-07-07,Amazon,Shopping:Electronics,-176.26
2025-07-07,Potbelly,Dining & Drinks:Restaurants,-42.96
2025-07-07,Chipotle,Dining & Drinks:Restaurants,-24.02
2025-07-07,QFC Foods,Groceries,-17.84
2025-07-07,Potbelly,Dining & Drinks:Restaurants,-3.29
2025-07-08,Soylent,Groceries,-200.0
2025-07-08,Netflix,Entertainment,-27.52
2025-07-09,Bitcoin,Investments ,-170000.0
2025-07-09,QFC Foods,Groceries,-18.55
2025-07-09,Panda Express,Dining & Drinks:Restaurants,-2.64
2025-07-09,Uber,Auto & Transport,-10.92
2025-07-10,Panda Express,Dining & Drinks:Restaurants,-2.64
2025-07-11,Mayuri,Dining & Drinks:Restaurants,-19.06
2025-07-11,Panda Express,Dining & Drinks:Restaurants,-2.64
2025-07-11,QFC Foods,Groceries,-9.42
2025-07-11,Uber,Auto & Transport,-7.33
2025-07-14,QFC Foods,Groceries,-4.98
2025-07-14,YouTube,Entertainment,-15.42
2025-07-14,College Counseling,Education:Tuition,-1090.0
2025-07-14,Bartell Drugs,Health:Pharmacy,-10.96
2025-07-14,Premier Periodontics,Health:Dentist,-376.2
2025-07-14,Chipotle,Dining & Drinks:Restaurants,-27.72
2025-07-14,Gieco,Auto & Transport:Car Insurance,-100.65
2025-07-14,Ezells Famous Chicken,Dining & Drinks:Restaurants,-38.1
2025-07-14,QFC Foods,Groceries,-26.34
2025-07-14,Barber Shop,Personal Care:Hair,-50.0
2025-07-14,Panda Express,Dining & Drinks:Restaurants,-2.64
2025-07-14,Five Guys,Dining & Drinks:Restaurants,-39.78
2025-07-14,Panda Express,Dining & Drinks:Restaurants,-2.64
2025-07-14,Chipotle,Dining & Drinks:Restaurants,-24.02
2025-07-14,Uwajimaya,Groceries,-27.42
2025-07-15,Panda Express,Dining & Drinks:Restaurants,-2.64
2025-07-17,Amazon,Shopping:Electronics,-26.42
2025-07-17,QFC Foods,Groceries,-36.7
2025-07-17,QFC Foods,Groceries,-5.5
2025-07-17,PSE,Utilities:Gas & Electric,-43.5
2025-07-17,Amazon,Shopping:Electronics,-103.03
2025-07-17,Comcast,Utilities,-103.52
2025-07-18,Panda Express,Dining & Drinks:Restaurants,-2.64
2025-07-21,Mayuri,Dining & Drinks:Restaurants,-4.99
2025-07-21,Uber,Auto & Transport,-11.92
2025-07-21,Uber,Auto & Transport,-12.91
2025-07-21,Panda Express,Dining & Drinks:Restaurants,-2.64
2025-07-21,Ihop,Dining & Drinks:Restaurants,-54.15
2025-07-21,Shake Shack,Dining & Drinks:Restaurants,-42.95
2025-07-21,Amazon Prime,Shopping,-16.52
2025-07-21,Panda Express,Dining & Drinks:Restaurants,-2.64
2025-07-21,ATM,Cash & ATM,-100.0
2025-07-21,Chipotle,Dining & Drinks:Restaurants,-14.11
2025-07-21,Google,Software ,-22.03
2025-07-21,Amazon,Shopping:Electronics,-22.03
2025-07-21,Chipotle,Dining & Drinks:Restaurants,-25.51
2025-07-21,T Mobile,Utilities:Phone,-127.32
2025-07-22,Amazon Prime,Shopping,-3.29
2025-07-23,Amazon,Shopping:Electronics,-10.85
2025-07-23,Amazon,Shopping:Electronics,-8.8
2025-07-24,Uber,Auto & Transport,-8.91
2025-07-24,Huel,Dining & Drinks:Restaurants,-120.96
2025-07-24,Amazon,Shopping:Electronics,-253.45
2025-07-24,Amazon,Shopping:Electronics,-8.0
2025-07-28,Five Guys,Dining & Drinks:Restaurants,-38.29
2025-07-28,Amazon,Shopping:Electronics,-9.12
2025-07-28,Amazon,Shopping:Electronics,-55.08
2025-07-28,El Rinconsito,Dining & Drinks:Restaurants,-48.63
2025-07-28,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-07-28,Mod Pizza,Dining & Drinks:Restaurants,-33.17
2025-07-28,Chipotle,Dining & Drinks:Restaurants,-28.16
2025-07-28,Safeway,Groceries,-40.94
2025-07-28,Tesla Car,Uncategorized,-18993.0
2025-07-28,Chevron,Auto & Transport:Gas & Fuel,-51.07
2025-07-28,Chipotle,Dining & Drinks:Restaurants,-24.63
2025-07-28,Mayuri,Dining & Drinks:Restaurants,-4.49
2025-07-28,Bartell Drugs,Health:Pharmacy,-3.63
2025-07-28,Amazon,Shopping:Electronics,-17.62
2025-07-29,PCC Market,Groceries,-10.67
2025-07-29,Chipotle,Dining & Drinks:Restaurants,-24.74
2025-07-29,PCC Market,Groceries,-6.59
2025-07-29,Squarespace,Home,-9.26
2025-07-29,QFC Foods,Groceries,-16.62
2025-07-29,PCC Market,Groceries,-1.79
2025-07-29,PCC Market,Groceries,-17.67
2025-07-30,Five Guys,Dining & Drinks:Restaurants,-3.63
2025-07-30,Chick-Fil-A,Dining & Drinks:Restaurants,-21.14
2025-07-30,Uber,Auto & Transport,-12.95
2025-07-30,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-07-30,Target,Groceries,-15.39
2025-07-30,Chipotle,Dining & Drinks:Restaurants,-16.47
2025-07-30,PCC Market,Groceries,-20.34
2025-07-30,Amazon,Shopping,-6.6
2025-07-31,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-07-31,Jimmy John's,Dining & Drinks:Restaurants,-3.52
2025-07-31,Chipotle,Dining & Drinks:Restaurants,-31.9
2025-07-31,Amazon,Shopping:Electronics,-39.96
2025-07-31,Uber,Auto & Transport,-12.94
2025-07-31,Spring Cafe,Dining & Drinks,-6.5
2025-07-31,Jimmy John's,Dining & Drinks:Restaurants,-49.01
2025-07-31,QFC Foods,Groceries,-2.19
2025-08-01,Mayuri,Dining & Drinks:Restaurants,-6.98
2025-08-01,Chipotle,Dining & Drinks:Restaurants,-14.44
2025-08-01,Panda Express,Dining & Drinks:Restaurants,-30.77
2025-08-01,Joe's Chicken,Dining & Drinks:Restaurants,-43.04
2025-08-01,Emerald City Smoothie,Dining & Drinks,-8.54
2025-08-01,Uber,Auto & Transport,-12.94
2025-08-01,Chase Mortgage,Home:Mortgage,-5712.04
2025-08-01,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-08-01,Alimony,Home,-1770.0
2025-08-04,Chipotle,Dining & Drinks:Restaurants,-39.07
2025-08-04,Huel,Dining & Drinks:Restaurants,-133.9
2025-08-04,Gustin Denim,Shopping:Clothing,-100.29
2025-08-04,Gustin Denim,Shopping:Clothing,-48.49
2025-08-04,Five Guys,Dining & Drinks:Restaurants,-24.45
2025-08-04,Chipotle,Dining & Drinks:Restaurants,-45.24
2025-08-04,Taco Bell,Dining & Drinks:Restaurants,-15.64
2025-08-04,Mod Pizza,Dining & Drinks:Restaurants,-18.4
2025-08-04,Stizzy Tea Phoenix Az 08/01,Dining & Drinks:Coffee Shops,-19.52
2025-08-04,Wibbley's Burgers Bellevue Wa 08/02,Dining & Drinks:Restaurants,-31.01
2025-08-04,Gustin Denim,Shopping:Clothing,-48.49
2025-08-04,Amazon,Shopping:Electronics,-10.91
2025-08-04,Gustin Denim,Shopping:Clothing,-48.49
2025-08-04,Chipotle,Dining & Drinks:Restaurants,-10.63
2025-08-04,Gustin Denim,Shopping:Clothing,-84.86
2025-08-04,Gustin Denim,Shopping:Clothing,-48.49
2025-08-04,Apple,Shopping:Electronics,-7.48
2025-08-05,AIG,Financial:Life Insurance,-102.03
2025-08-05,Amli Spring District,Home:Rent,-3085.94
2025-08-05,Dote Coffee Bar,Home,-10.92
2025-08-05,Mod Pizza,Dining & Drinks:Restaurants,-3.52
2025-08-05,Mod Pizza,Dining & Drinks:Restaurants,-24.22
2025-08-06,Chick-Fil-A,Dining & Drinks:Restaurants,-17.95
2025-08-06,Chipotle,Dining & Drinks:Restaurants,-39.62
2025-08-06,Potbelly,Dining & Drinks:Restaurants,-16.93
2025-08-06,Dote Coffee Bar,Home,-12.89
2025-08-06,PCC Market,Groceries,-13.29
2025-08-07,Wibbley's Burgers Bellevue Wa 08/06,Dining & Drinks:Restaurants,-18.34
2025-08-07,Dote Coffee Bar,Home,-6.78
2025-08-07,Chipotle,Dining & Drinks:Restaurants,-36.15
2025-08-08,Bartell Drugs,Health:Pharmacy,-63.17
2025-08-08,QFC Foods,Groceries,-23.12
2025-08-08,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-08-11,Shake Shack,Dining & Drinks:Restaurants,-41.44
2025-08-11,Tilly's,Shopping:Clothing,-28.6
2025-08-11,Ihop,Dining & Drinks:Restaurants,-43.68
2025-08-11,TrueClassic,Shopping:Clothing,-158.38
2025-08-11,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-08-11,QFC Foods,Groceries,-27.58
2025-08-11,Tilly's,Shopping:Clothing,-29.6
2025-08-11,Amazon,Shopping:Electronics,-36.35
2025-08-11,Chipotle,Dining & Drinks:Restaurants,-28.16
2025-08-11,Netflix,Entertainment,-27.52
2025-08-11,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-08-11,Chipotle,Dining & Drinks:Restaurants,-28.16
2025-08-12,YouTube,Entertainment,-15.42
2025-08-12,Gieco,Auto & Transport:Car Insurance,-303.76
2025-08-12,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-08-12,QFC Foods,Groceries,-19.44
2025-08-13,Panda Express,Dining & Drinks:Restaurants,-1.09
2025-08-13,Amazon,Shopping:Electronics,-9.95
2025-08-14,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-08-15,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-08-15,Soylent,Groceries,-65.6
2025-08-15,QFC Foods,Groceries,-40.96
2025-08-18,Comcast,Utilities,-103.52
2025-08-18,Mod Pizza,Dining & Drinks:Restaurants,-32.93
2025-08-18,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-08-18,Chipotle,Dining & Drinks:Restaurants,-24.02
2025-08-18,PSE,Utilities:Gas & Electric,-48.5
2025-08-18,Five Guys,Dining & Drinks:Restaurants,-36.47
2025-08-18,Mayuri,Dining & Drinks:Restaurants,-10.99
2025-08-18,Amazon,Shopping:Electronics,-8.49
2025-08-18,Chevron,Auto & Transport:Gas & Fuel,-54.64
2025-08-18,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-08-20,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-08-20,Google,Software ,-22.03
2025-08-20,T Mobile,Utilities:Phone,-75.0
2025-08-21,Amazon,Shopping:Electronics,-10.99
2025-08-21,QFC Foods,Groceries,-16.93
2025-08-21,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-08-21,Amazon Prime,Shopping,-16.52
2025-08-22,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-08-22,QFC Foods,Groceries,-33.53
2025-08-22,Amazon Prime,Shopping,-3.29
2025-08-25,Quicken,Shopping:Electronics,-79.21
2025-08-25,Amazon,Shopping:Electronics,-40.76
2025-08-25,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-08-25,Amazon,Shopping:Electronics,-22.03
2025-08-25,Panda Express,Dining & Drinks:Restaurants,-30.63
2025-08-25,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-08-25,College Board,Financial,-68.0
2025-08-25,Shake Shack,Dining & Drinks:Restaurants,-44.05
2025-08-25,Chipotle,Dining & Drinks:Restaurants,-20.61
2025-08-25,College Board,Financial,-68.0
2025-08-25,Potbelly,Dining & Drinks:Restaurants,-38.4
2025-08-26,QFC Foods,Groceries,-18.26
2025-08-26,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-08-27,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-08-28,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-08-29,Gustin Denim,Shopping:Clothing,-89.27
2025-08-29,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-08-29,Squarespace,Home,-9.26
2025-08-29,Gustin Denim,Shopping:Clothing,-114.61
2025-09-02,Amazon,Shopping,-6.6
2025-09-02,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-09-02,Chipotle,Dining & Drinks:Restaurants,-30.91
2025-09-02,Barber Shop,Personal Care:Hair,-50.0
2025-09-02,Mayuri,Dining & Drinks:Restaurants,-10.48
2025-09-02,Chase Mortgage,Home:Mortgage,-5712.04
2025-09-02,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-09-02,Relaxing Station,Personal Care:Spa,-56.0
2025-09-02,Starbucks,Dining & Drinks:Restaurants,-3.8
2025-09-02,Whole Foods,Groceries,-20.33
2025-09-02,Starbucks,Dining & Drinks:Restaurants,-3.8
2025-09-02,Five Guys,Dining & Drinks:Restaurants,-38.12
2025-09-02,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-09-02,ATM,Cash & ATM,-100.0
2025-09-02,Amazon,Shopping:Electronics,-99.17
2025-09-02,Chipotle,Dining & Drinks:Restaurants,-28.76
2025-09-02,Ihop,Dining & Drinks:Restaurants,-43.08
2025-09-03,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-09-03,Alimony,Home,-1770.0
2025-09-03,Amli Spring District,Home:Rent,-3088.99
2025-09-04,Amazon,Shopping:Electronics,-20.99
2025-09-04,AIG,Financial:Life Insurance,-102.03
2025-09-04,Huel,Dining & Drinks:Restaurants,-120.96
2025-09-04,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-09-05,Amazon,Shopping:Electronics,-23.68
2025-09-08,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-09-08,Amazon,Shopping:Electronics,-8.8
2025-09-08,Amazon,Shopping:Electronics,-168.58
2025-09-08,Chipotle,Dining & Drinks:Restaurants,-30.91
2025-09-08,Shake Shack,Dining & Drinks:Restaurants,-22.02
2025-09-08,Five Guys,Dining & Drinks:Restaurants,-38.12
2025-09-08,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-09-08,Starbucks,Dining & Drinks:Restaurants,-3.8
2025-09-08,Amazon,Shopping:Electronics,-71.07
2025-09-08,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-09-09,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-09-09,Netflix,Entertainment,-27.52
2025-09-10,QFC Foods,Groceries,-19.77
2025-09-10,QFC Foods,Groceries,-4.41
2025-09-11,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-09-12,Gieco,Auto & Transport:Car Insurance,-102.99
2025-09-12,YouTube,Entertainment,-15.42
2025-09-12,QFC Foods,Groceries,-23.49
2025-09-15,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-09-15,Soylent,Groceries,-200.0
2025-09-15,Five Guys,Dining & Drinks:Restaurants,-38.12
2025-09-15,Mod Pizza,Dining & Drinks:Restaurants,-18.4
2025-09-15,Starbucks,Dining & Drinks:Restaurants,-3.8
2025-09-15,Tst*farzi Cafe Bellevue Bellevue Wa 09/14,Dining & Drinks:Restaurants,-102.2
2025-09-15,Chipotle,Dining & Drinks:Restaurants,-28.16
2025-09-15,Safeway,Groceries,-19.39
2025-09-16,Jersey Mikes,Dining & Drinks:Restaurants,-41.57
2025-09-17,QFC Foods,Groceries,-34.57
2025-09-17,PSE,Utilities:Gas & Electric,-56.98
2025-09-17,Comcast,Utilities,-103.52
2025-09-18,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-09-22,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-09-22,Google,Software ,-22.03
2025-09-22,QFC Foods,Groceries,-6.0
2025-09-22,Amazon Prime,Shopping,-3.29
2025-09-22,Chipotle,Dining & Drinks:Restaurants,-10.63
2025-09-22,Starbucks,Dining & Drinks:Restaurants,-3.8
2025-09-22,Chipotle,Dining & Drinks:Restaurants,-34.33
2025-09-22,Chevron,Auto & Transport:Gas & Fuel,-57.81
2025-09-22,Amazon Prime,Shopping,-16.52
2025-09-22,Potbelly,Dining & Drinks:Restaurants,-39.38
2025-09-22,Shake Shack,Dining & Drinks:Restaurants,-48.04
2025-09-22,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-09-22,T Mobile,Utilities:Phone,-75.0
2025-09-23,NordPass,Software ,-30.28
2025-09-23,UPS,Home,-384.0
2025-09-23,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-09-24,QFC Foods,Groceries,-33.18
2025-09-24,Panda Express,Dining & Drinks:Restaurants,-2.28
2025-09-25,Suit Supply,Shopping:Clothing,-27.56
2025-09-25,Optum,Home,-20.0
2025-09-26,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-09-29,Relaxing Station,Personal Care:Spa,-58.0
2025-09-29,QFC Foods,Groceries,-14.24
2025-09-29,Barber Shop,Personal Care:Hair,-50.0
2025-09-29,Starbucks,Dining & Drinks:Restaurants,-3.8
2025-09-29,QFC Foods,Groceries,-27.86
2025-09-29,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-09-29,Five Guys,Dining & Drinks:Restaurants,-38.12
2025-09-29,Squarespace,Home,-9.26
2025-09-29,ATM,Cash & ATM,-100.0
2025-09-29,Panda Express,Dining & Drinks:Restaurants,-2.48
2025-09-29,El Rinconsito,Dining & Drinks:Restaurants,-41.13
2025-09-29,Chipotle,Dining & Drinks:Restaurants,-41.27
2025-09-29,MIRANTIS INC. MIRANTIS.COM CA 09/28,Software ,-330.6
2025-09-30,Panda Express,Dining & Drinks:Restaurants,-2.48
2025-09-30,Amazon,Shopping:Electronics,-221.7
2025-09-30,Amazon,Shopping:Electronics,-8.55
2025-09-30,Amazon,Shopping,-6.6
2025-10-01,Gustin Denim,Shopping:Clothing,-309.67
2025-10-01,Chase Mortgage,Home:Mortgage,-5712.04
2025-10-01,QFC Foods,Groceries,-47.59
2025-10-01,Alimony,Home,-1770.0
2025-10-02,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-10-03,QFC Foods,Groceries,-15.06
2025-10-03,AIG,Financial:Life Insurance,-102.03
2025-10-03,Panda Express,Dining & Drinks:Restaurants,-2.48
2025-10-03,Amazon,Shopping:Electronics,-99.46
2025-10-03,Amli Spring District,Home:Rent,-3092.37
2025-10-05,Big Chicken,Dining & Drinks:Restaurants,-4.4
2025-10-06,Chipotle,Dining & Drinks:Restaurants,-20.61
2025-10-06,Mod Pizza,Dining & Drinks:Restaurants,-31.49
2025-10-06,Panda Express,Dining & Drinks:Restaurants,-2.48
2025-10-06,Amazon,Shopping:Electronics,-119.0
2025-10-06,Barnes & Noble,Shopping:Books,-44.7
2025-10-06,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-10-06,Starbucks,Dining & Drinks:Restaurants,-3.8
2025-10-06,Five Guys,Dining & Drinks:Restaurants,-38.12
2025-10-07,College Counseling,Education:Tuition,-1090.0
2025-10-07,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-10-08,Netflix,Entertainment,-27.52
2025-10-09,Whole Foods,Groceries,-66.18
2025-10-10,Huel,Dining & Drinks:Restaurants,-125.62
2025-10-10,Amazon,Shopping:Electronics,-8.14
2025-10-10,Amazon,Shopping:Electronics,-87.4
2025-10-10,QFC Foods,Groceries,-31.05
2025-10-10,Huel,Dining & Drinks:Restaurants,-178.52
2025-10-10,Huel,Dining & Drinks:Restaurants,-120.96
2025-10-14,Amazon,Shopping:Electronics,-4.1
2025-10-14,Five Guys,Dining & Drinks:Restaurants,-36.47
2025-10-14,Gieco,Auto & Transport:Car Insurance,-78.82
2025-10-14,Potbelly,Dining & Drinks:Restaurants,-39.93
2025-10-14,T-mobile,Utilities:Phone,-37.95
2025-10-14,Panda Express,Dining & Drinks:Restaurants,-2.48
2025-10-14,Chipotle,Dining & Drinks:Restaurants,-30.91
2025-10-14,YouTube,Entertainment,-15.42
2025-10-14,Amazon,Shopping:Electronics,-61.89
2025-10-14,Blazing Bagels,Dining & Drinks:Restaurants,-13.1
2025-10-14,Starbucks,Dining & Drinks:Restaurants,-3.8
2025-10-14,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-10-14,Panda Express,Dining & Drinks:Restaurants,-1.09
2025-10-14,Mod Pizza,Dining & Drinks:Restaurants,-32.37
2025-10-15,QFC Foods,Groceries,-20.04
2025-10-16,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-10-17,Comcast,Utilities,-103.52
2025-10-17,PSE,Utilities:Gas & Electric,-44.36
2025-10-17,QFC Foods,Groceries,-33.75
2025-10-20,Mod Pizza,Dining & Drinks:Restaurants,-15.74
2025-10-20,Amazon,Shopping:Electronics,-14.98
2025-10-20,Five Guys,Dining & Drinks:Restaurants,-40.03
2025-10-20,Starbucks,Dining & Drinks:Restaurants,-3.8
2025-10-20,Amazon,Shopping:Electronics,-25.24
2025-10-20,QFC Foods,Groceries,-32.04
2025-10-20,Enterprises,Home,-2.0
2025-10-20,Ezells Famous Chicken,Dining & Drinks:Restaurants,-32.27
2025-10-20,Chipotle,Dining & Drinks:Restaurants,-31.9
2025-10-20,Chevron,Auto & Transport:Gas & Fuel,-53.61
2025-10-20,Amazon,Shopping:Electronics,-45.01
2025-10-20,Google,Software ,-22.03
2025-10-20,Panda Express,Dining & Drinks:Restaurants,-1.09
2025-10-20,Panda Express,Dining & Drinks:Restaurants,-2.48
2025-10-20,Total Wine & More,Dining & Drinks,-92.4
2025-10-20,T Mobile,Utilities:Phone,-75.0
2025-10-21,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-10-21,Amazon Prime,Shopping,-16.52
2025-10-22,Amazon Prime,Shopping,-3.29
2025-10-24,QFC Foods,Groceries,-37.31
2025-10-27,Starbucks,Dining & Drinks:Restaurants,-8.15
2025-10-27,Starbucks,Dining & Drinks:Restaurants,-3.8
2025-10-27,Five Guys,Dining & Drinks:Restaurants,-36.47
2025-10-27,Panda Express,Dining & Drinks:Restaurants,-47.98
2025-10-27,Shake Shack,Dining & Drinks:Restaurants,-24.02
2025-10-27,Panda Express,Dining & Drinks:Restaurants,-2.48
2025-10-27,Chipotle,Dining & Drinks:Restaurants,-30.91
2025-10-27,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-10-28,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-10-28,ATM,Cash & ATM,-100.0
2025-10-29,Amazon,Shopping:Electronics,-29.69
2025-10-29,Whole Foods,Groceries,-54.65
2025-10-29,Squarespace,Home,-9.26
2025-10-30,QFC Foods,Groceries,-30.02
2025-10-30,Amazon,Shopping,-6.6
2025-10-30,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-10-31,Owyn Protein,Groceries,-142.97
2025-10-31,Amazon,Shopping:Electronics,-28.99
2025-11-03,Alimony,Home,-1770.0
2025-11-03,Chipotle,Dining & Drinks:Restaurants,-31.9
2025-11-03,QFC Foods,Groceries,-29.93
2025-11-03,Chase Mortgage,Home:Mortgage,-5712.04
2025-11-03,Mod Pizza,Dining & Drinks:Restaurants,-31.49
2025-11-03,Ihop,Dining & Drinks:Restaurants,-37.65
2025-11-03,Starbucks,Dining & Drinks:Restaurants,-3.8
2025-11-03,Shake Shack,Dining & Drinks:Restaurants,-44.05
2025-11-03,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-11-04,Amli Spring District,Home:Rent,-3152.72
2025-11-04,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-11-04,Amazon,Shopping:Electronics,-19.71
2025-11-05,AIG,Financial:Life Insurance,-102.03
2025-11-06,Panda Express,Dining & Drinks:Restaurants,-2.48
2025-11-07,QFC Foods,Groceries,-50.49
2025-11-10,Potbelly,Dining & Drinks:Restaurants,-39.6
2025-11-10,Chipotle,Dining & Drinks:Restaurants,-52.9
2025-11-10,Barber Shop,Personal Care:Hair,-50.0
2025-11-10,Chipotle,Dining & Drinks:Restaurants,-20.61
2025-11-10,QFC Foods,Groceries,-7.49
2025-11-10,Netflix,Entertainment,-27.52
2025-11-10,QFC Foods,Groceries,-17.61
2025-11-10,Five Guys,Dining & Drinks:Restaurants,-38.12
2025-11-10,Amazon,Shopping:Electronics,-25.78
2025-11-10,Panda Express,Dining & Drinks:Restaurants,-2.76
2025-11-10,Starbucks,Dining & Drinks:Restaurants,-3.8
2025-11-12,Huel,Dining & Drinks:Restaurants,-120.96
2025-11-12,Starbucks,Dining & Drinks:Restaurants,-3.8
2025-11-12,Blazing Bagels,Dining & Drinks:Restaurants,-5.45
2025-11-12,CVS,Health:Pharmacy,-46.86
2025-11-12,Chevron,Auto & Transport:Gas & Fuel,-50.0
